dataset,split,modality,label,class_name,count
tuberlin_220_30,train,photo,126,paper clip,960
tuberlin_220_30,train,photo,127,pumpkin,1254
tuberlin_220_30,train,photo,128,mouth,195
tuberlin_220_30,train,photo,129,hand,300
tuberlin_220_30,train,photo,130,tennis-racket,939
tuberlin_220_30,train,photo,131,car (sedan),729
tuberlin_220_30,train,photo,132,cell phone,924
tuberlin_220_30,train,photo,133,crab,1183
tuberlin_220_30,train,photo,134,zebra,394
tuberlin_220_30,train,photo,135,motorbike,1186
tuberlin_220_30,train,photo,136,pipe (for smoking),587
tuberlin_220_30,train,photo,137,owl,513
tuberlin_220_30,train,photo,138,armchair,1322
tuberlin_220_30,train,photo,139,tree,1161
tuberlin_220_30,train,photo,140,loudspeaker,1219
tuberlin_220_30,train,photo,141,octopus,949
tuberlin_220_30,train,photo,142,bulldozer,1293
tuberlin_220_30,train,photo,143,giraffe,1147
tuberlin_220_30,train,photo,144,kangaroo,1245
tuberlin_220_30,train,photo,145,mailbox,1238
tuberlin_220_30,train,photo,146,cake,1030
tuberlin_220_30,train,photo,147,satellite,896
tuberlin_220_30,train,photo,148,head-phones,1941
tuberlin_220_30,train,photo,149,head,988
tuberlin_220_30,train,photo,150,wine-bottle,429
tuberlin_220_30,train,photo,151,crane (machine),1589
tuberlin_220_30,train,photo,152,shark,1107
tuberlin_220_30,train,photo,153,grapes,945
tuberlin_220_30,train,photo,154,rainbow,1514
tuberlin_220_30,train,photo,155,mermaid,180
tuberlin_220_30,train,photo,156,bookshelf,426
tuberlin_220_30,train,photo,157,knife,919
tuberlin_220_30,train,photo,158,hedgehog,1215
tuberlin_220_30,train,photo,159,fire hydrant,168
tuberlin_220_30,train,photo,160,barn,1201
tuberlin_220_30,train,photo,161,face,204
tuberlin_220_30,train,photo,162,bowl,101
tuberlin_220_30,train,photo,163,eyeglasses,1045
tuberlin_220_30,train,photo,164,carrot,884
tuberlin_220_30,train,photo,165,moon,209
tuberlin_220_30,train,photo,166,spider,1192
tuberlin_220_30,train,photo,167,binoculars,1260
tuberlin_220_30,train,photo,168,crocodile,1298
tuberlin_220_30,train,photo,169,airplane,354
tuberlin_220_30,train,photo,170,ladder,167
tuberlin_220_30,train,photo,171,toothbrush,722
tuberlin_220_30,train,photo,172,toilet,967
tuberlin_220_30,train,photo,173,bench,100
tuberlin_220_30,train,photo,174,power outlet,84
tuberlin_220_30,train,photo,175,tooth,164
tuberlin_220_30,train,photo,176,teapot,1174
tuberlin_220_30,train,photo,177,arm,1484
tuberlin_220_30,train,photo,178,lightbulb,1409
tuberlin_220_30,train,photo,179,umbrella,930
tuberlin_220_30,train,photo,180,snake,231
tuberlin_220_30,train,photo,181,speed-boat,997
tuberlin_220_30,train,photo,182,hourglass,1231
tuberlin_220_30,train,photo,183,dog,576
tuberlin_220_30,train,photo,184,fish,1244
tuberlin_220_30,train,photo,185,flashlight,1569
tuberlin_220_30,train,photo,186,ice-cream-cone,1073
tuberlin_220_30,train,photo,187,butterfly,203
tuberlin_220_30,train,photo,188,wheelbarrow,1016
tuberlin_220_30,train,photo,189,skull,128
tuberlin_220_30,train,photo,190,dolphin,1292
tuberlin_220_30,train,photo,191,mushroom,621
tuberlin_220_30,train,photo,192,blimp,950
tuberlin_220_30,train,photo,193,basket,1053
tuberlin_220_30,train,photo,194,violin,400
tuberlin_220_30,train,photo,195,microscope,1103
tuberlin_220_30,train,photo,196,train,416
tuberlin_220_30,train,photo,197,stapler,1357
tuberlin_220_30,train,photo,198,flower with stem,485
tuberlin_220_30,train,photo,199,envelope,1247
tuberlin_220_30,train,photo,200,camel,180
tuberlin_220_30,train,photo,201,diamond,158
tuberlin_220_30,train,photo,202,wineglass,965
tuberlin_220_30,train,photo,203,cabinet,400
tuberlin_220_30,train,photo,204,foot,93
tuberlin_220_30,train,photo,205,spoon,1255
tuberlin_220_30,train,photo,206,tiger,477
tuberlin_220_30,train,photo,207,bell,536
tuberlin_220_30,train,photo,208,candle,1217
tuberlin_220_30,train,photo,209,duck,1597
tuberlin_220_30,train,photo,210,satellite dish,628
tuberlin_220_30,train,photo,211,crown,867
tuberlin_220_30,train,photo,212,strawberry,426
tuberlin_220_30,train,photo,213,rooster,1462
tuberlin_220_30,train,photo,214,lion,574
tuberlin_220_30,train,photo,215,computer monitor,1437
tuberlin_220_30,train,photo,216,lobster,386
tuberlin_220_30,train,photo,217,pigeon,1132
tuberlin_220_30,train,photo,218,church,1257
tuberlin_220_30,train,photo,219,ashtray,1100
tuberlin_220_30,test,sketch,0,banana,80
tuberlin_220_30,test,sketch,1,bus,80
tuberlin_220_30,test,sketch,2,tractor,80
tuberlin_220_30,test,sketch,3,suitcase,80
tuberlin_220_30,test,sketch,4,streetlight,80
tuberlin_220_30,test,sketch,5,telephone,80
tuberlin_220_30,test,sketch,6,bottle opener,80
tuberlin_220_30,test,sketch,7,canoe,80
tuberlin_220_30,test,sketch,8,fan,80
tuberlin_220_30,test,sketch,9,teacup,80
tuberlin_220_30,test,sketch,10,penguin,80
tuberlin_220_30,test,sketch,11,laptop,80
tuberlin_220_30,test,sketch,12,shoe,80
tuberlin_220_30,test,sketch,13,lighter,80
tuberlin_220_30,test,sketch,14,hot air balloon,80
tuberlin_220_30,test,sketch,15,pizza,80
tuberlin_220_30,test,sketch,16,brain,80
tuberlin_220_30,test,sketch,17,ant,80
tuberlin_220_30,test,sketch,18,t-shirt,80
tuberlin_220_30,test,sketch,19,trombone,80
tuberlin_220_30,test,sketch,20,windmill,80
tuberlin_220_30,test,sketch,21,snowboard,80
tuberlin_220_30,test,sketch,22,table,80
tuberlin_220_30,test,sketch,23,rollerblades,80
tuberlin_220_30,test,sketch,24,parachute,80
tuberlin_220_30,test,sketch,25,space shuttle,80
tuberlin_220_30,test,sketch,26,bridge,80
tuberlin_220_30,test,sketch,27,frying-pan,80
tuberlin_220_30,test,sketch,28,bread,80
tuberlin_220_30,test,sketch,29,horse,80
tuberlin_220_30,test,photo,0,banana,1194
tuberlin_220_30,test,photo,1,bus,437
tuberlin_220_30,test,photo,2,tractor,1102
tuberlin_220_30,test,photo,3,suitcase,682
tuberlin_220_30,test,photo,4,streetlight,1223
tuberlin_220_30,test,photo,5,telephone,1095
tuberlin_220_30,test,photo,6,bottle opener,993
tuberlin_220_30,test,photo,7,canoe,409
tuberlin_220_30,test,photo,8,fan,429
tuberlin_220_30,test,photo,9,teacup,911
tuberlin_220_30,test,photo,10,penguin,567
tuberlin_220_30,test,photo,11,laptop,437
tuberlin_220_30,test,photo,12,shoe,1134
tuberlin_220_30,test,photo,13,lighter,1154
tuberlin_220_30,test,photo,14,hot air balloon,1264
tuberlin_220_30,test,photo,15,pizza,647
tuberlin_220_30,test,photo,16,brain,1297
tuberlin_220_30,test,photo,17,ant,424
tuberlin_220_30,test,photo,18,t-shirt,1111
tuberlin_220_30,test,photo,19,trombone,401
tuberlin_220_30,test,photo,20,windmill,2922
tuberlin_220_30,test,photo,21,snowboard,1063
tuberlin_220_30,test,photo,22,table,436
tuberlin_220_30,test,photo,23,rollerblades,1135
tuberlin_220_30,test,photo,24,parachute,952
tuberlin_220_30,test,photo,25,space shuttle,836
tuberlin_220_30,test,photo,26,bridge,1005
tuberlin_220_30,test,photo,27,frying-pan,952
tuberlin_220_30,test,photo,28,bread,1273
tuberlin_220_30,test,photo,29,horse,504
quickdraw_80_30,train,sketch,0,teapot,2951
quickdraw_80_30,train,sketch,1,bee,2951
quickdraw_80_30,train,sketch,2,swan,2951
quickdraw_80_30,train,sketch,3,bandage,2951
quickdraw_80_30,train,sketch,4,sink,2951
quickdraw_80_30,train,sketch,5,parrot,2951
quickdraw_80_30,train,sketch,6,map,2951
quickdraw_80_30,train,sketch,7,monkey,2951
quickdraw_80_30,train,sketch,8,bicycle,2951
quickdraw_80_30,train,sketch,9,shoe,2951
quickdraw_80_30,train,sketch,10,eyeglasses,2951
quickdraw_80_30,train,sketch,11,penguin,2951
quickdraw_80_30,train,sketch,12,butterfly,2951
quickdraw_80_30,train,sketch,13,sheep,2951
quickdraw_80_30,train,sketch,14,pickup_truck,2951
quickdraw_80_30,train,sketch,15,car,2951
quickdraw_80_30,train,sketch,16,crab,2951
quickdraw_80_30,train,sketch,17,rifle,2951
quickdraw_80_30,train,sketch,18,mushroom,2951
quickdraw_80_30,train,sketch,19,ant,2951
quickdraw_80_30,train,sketch,20,alarm_clock,2951
quickdraw_80_30,train,sketch,21,hammer,2951
quickdraw_80_30,train,sketch,22,spoon,2951
quickdraw_80_30,train,sketch,23,mountain,2951
quickdraw_80_30,train,sketch,24,umbrella,2951
quickdraw_80_30,train,sketch,25,pizza,2951
quickdraw_80_30,train,sketch,26,fish,2951
quickdraw_80_30,train,sketch,27,spider,2951
quickdraw_80_30,train,sketch,28,candle,2951
quickdraw_80_30,train,sketch,29,cat,2951
quickdraw_80_30,train,sketch,30,axe,2951
quickdraw_80_30,train,sketch,31,couch,2951
quickdraw_80_30,train,sketch,32,lion,2951
quickdraw_80_30,train,sketch,33,cup,2951
quickdraw_80_30,train,sketch,34,elephant,2951
quickdraw_80_30,train,sketch,35,hedgehog,2951
quickdraw_80_30,train,sketch,36,teddy_bear,2951
quickdraw_80_30,train,sketch,37,rabbit,2951
quickdraw_80_30,train,sketch,38,horse,2951
quickdraw_80_30,train,sketch,39,hot-air_balloon,2951
quickdraw_80_30,train,sketch,40,dog,2951
quickdraw_80_30,train,sketch,41,pineapple,2951
quickdraw_80_30,train,sketch,42,cruise ship,2951
quickdraw_80_30,train,sketch,43,lighthouse,2951
quickdraw_80_30,train,sketch,44,saxophone,2951
quickdraw_80_30,train,sketch,45,bear,2951
quickdraw_80_30,train,sketch,46,chair,2951
quickdraw_80_30,train,sketch,47,owl,2951
quickdraw_80_30,train,sketch,48,hurricane,2951
quickdraw_80_30,train,sketch,49,church,2951
quickdraw_80_30,train,sketch,50,violin,2951
quickdraw_80_30,train,sketch,51,wine bottle,2951
quickdraw_80_30,train,sketch,52,scorpion,2951
quickdraw_80_30,train,sketch,53,camel,2951
quickdraw_80_30,train,sketch,54,eiffel tower,2951
quickdraw_80_30,train,sketch,55,pig,2951
quickdraw_80_30,train,sketch,56,flower,2951
quickdraw_80_30,train,sketch,57,sailboat,2951
quickdraw_80_30,train,sketch,58,moon,2951
quickdraw_80_30,train,sketch,59,castle,2951
quickdraw_80_30,train,sketch,60,skateboard,2951
quickdraw_80_30,train,sketch,61,soccer ball,2951
quickdraw_80_30,train,sketch,62,duck,2951
quickdraw_80_30,train,sketch,63,snake,2951
quickdraw_80_30,train,sketch,64,kangaroo,2951
quickdraw_80_30,train,sketch,65,train,2951
quickdraw_80_30,train,sketch,66,guitar,2951
quickdraw_80_30,train,sketch,67,bench,2951
quickdraw_80_30,train,sketch,68,squirrel,2951
quickdraw_80_30,train,sketch,69,crocodilian,2951
quickdraw_80_30,train,sketch,70,apple,2951
quickdraw_80_30,train,sketch,71,bus,2951
quickdraw_80_30,train,sketch,72,chandelier,2951
quickdraw_80_30,train,sketch,73,motorcycle,2951
quickdraw_80_30,train,sketch,74,hat,2951
quickdraw_80_30,train,sketch,75,knife,2951
quickdraw_80_30,train,sketch,76,airplane,2951
quickdraw_80_30,train,sketch,77,snail,2951
quickdraw_80_30,train,sketch,78,lobster,2951
quickdraw_80_30,train,sketch,79,sea_turtle,2951
quickdraw_80_30,train,photo,0,teapot,1408
quickdraw_80_30,train,photo,1,bee,1543
quickdraw_80_30,train,photo,2,swan,1673
quickdraw_80_30,train,photo,3,bandage,1324
quickdraw_80_30,train,photo,4,sink,1633
quickdraw_80_30,train,photo,5,parrot,1810
quickdraw_80_30,train,photo,6,map,2000
quickdraw_80_30,train,photo,7,monkey,2113
quickdraw_80_30,train,photo,8,bicycle,1923
quickdraw_80_30,train,photo,9,shoe,2000
quickdraw_80_30,train,photo,10,eyeglasses,2000
quickdraw_80_30,train,photo,11,penguin,3470
quickdraw_80_30,train,photo,12,butterfly,2050
quickdraw_80_30,train,photo,13,sheep,1957
quickdraw_80_30,train,photo,14,pickup_truck,1999
quickdraw_80_30,train,photo,15,car,1989
quickdraw_80_30,train,photo,16,crab,1939
quickdraw_80_30,train,photo,17,rifle,1635
quickdraw_80_30,train,photo,18,mushroom,1783
quickdraw_80_30,train,photo,19,ant,1564
quickdraw_80_30,train,photo,20,alarm_clock,1838
quickdraw_80_30,train,photo,21,hammer,1611
quickdraw_80_30,train,photo,22,spoon,1738
quickdraw_80_30,train,photo,23,mountain,1796
quickdraw_80_30,train,photo,24,umbrella,1871
quickdraw_80_30,train,photo,25,pizza,1444
quickdraw_80_30,train,photo,26,fish,1685
quickdraw_80_30,train,photo,27,spider,2064
quickdraw_80_30,train,photo,28,candle,2000
quickdraw_80_30,train,photo,29,cat,1980
quickdraw_80_30,train,photo,30,axe,2006
quickdraw_80_30,train,photo,31,couch,1868
quickdraw_80_30,train,photo,32,lion,2004
quickdraw_80_30,train,photo,33,cup,1771
quickdraw_80_30,train,photo,34,elephant,1796
quickdraw_80_30,train,photo,35,hedgehog,2131
quickdraw_80_30,train,photo,36,teddy_bear,1807
quickdraw_80_30,train,photo,37,rabbit,2111
quickdraw_80_30,train,photo,38,horse,3063
quickdraw_80_30,train,photo,39,hot-air_balloon,1845
quickdraw_80_30,train,photo,40,dog,2093
quickdraw_80_30,train,photo,41,pineapple,1530
quickdraw_80_30,train,photo,42,cruise ship,1780
quickdraw_80_30,train,photo,43,lighthouse,1447
quickdraw_80_30,train,photo,44,saxophone,1804
quickdraw_80_30,train,photo,45,bear,2546
quickdraw_80_30,train,photo,46,chair,1766
quickdraw_80_30,train,photo,47,owl,1773
quickdraw_80_30,train,photo,48,hurricane,1924
quickdraw_80_30,train,photo,49,church,1691
quickdraw_80_30,train,photo,50,violin,1825
quickdraw_80_30,train,photo,51,wine bottle,1761
quickdraw_80_30,train,photo,52,scorpion,1553
quickdraw_80_30,train,photo,53,camel,1626
quickdraw_80_30,train,photo,54,eiffel tower,1848
quickdraw_80_30,train,photo,55,pig,1694
quickdraw_80_30,train,photo,56,flower,2496
quickdraw_80_30,train,photo,57,sailboat,1663
quickdraw_80_30,train,photo,58,moon,1775
quickdraw_80_30,train,photo,59,castle,1921
quickdraw_80_30,train,photo,60,skateboard,1646
quickdraw_80_30,train,photo,61,soccer ball,1806
quickdraw_80_30,train,photo,62,duck,1743
quickdraw_80_30,train,photo,63,snake,2345
quickdraw_80_30,train,photo,64,kangaroo,2117
quickdraw_80_30,train,photo,65,train,1639
quickdraw_80_30,train,photo,66,guitar,1848
quickdraw_80_30,train,photo,67,bench,1903
quickdraw_80_30,train,photo,68,squirrel,1687
quickdraw_80_30,train,photo,69,crocodilian,1519
quickdraw_80_30,train,photo,70,apple,1755
quickdraw_80_30,train,photo,71,bus,1594
quickdraw_80_30,train,photo,72,chandelier,1969
quickdraw_80_30,train,photo,73,motorcycle,1858
quickdraw_80_30,train,photo,74,hat,1861
quickdraw_80_30,train,photo,75,knife,1926
quickdraw_80_30,train,photo,76,airplane,2122
quickdraw_80_30,train,photo,77,snail,1521
quickdraw_80_30,train,photo,78,lobster,1637
quickdraw_80_30,train,photo,79,sea_turtle,2174
quickdraw_80_30,test,sketch,0,bat,3001
quickdraw_80_30,test,sketch,1,cow,3001
quickdraw_80_30,test,sketch,2,dolphin,3001
quickdraw_80_30,test,sketch,3,door,3001
quickdraw_80_30,test,sketch,4,giraffe,3001
quickdraw_80_30,test,sketch,5,helicopter,3001
quickdraw_80_30,test,sketch,6,mouse,3001
quickdraw_80_30,test,sketch,7,raccoon,3001
quickdraw_80_30,test,sketch,8,rhinoceros,3001
quickdraw_80_30,test,sketch,9,saw,3001
quickdraw_80_30,test,sketch,10,scissors,3001
quickdraw_80_30,test,sketch,11,skyscraper,3001
quickdraw_80_30,test,sketch,12,tree,3001
quickdraw_80_30,test,sketch,13,windmill,3001
quickdraw_80_30,test,sketch,14,feather,3001
quickdraw_80_30,test,sketch,15,campfire,3001
quickdraw_80_30,test,sketch,16,palm tree,3001
quickdraw_80_30,test,sketch,17,fire_hydrant,3001
quickdraw_80_30,test,sketch,18,bread,3001
quickdraw_80_30,test,sketch,19,beach,3001
quickdraw_80_30,test,sketch,20,megaphone,3001
quickdraw_80_30,test,sketch,21,cactus,3001
quickdraw_80_30,test,sketch,22,zebra,3001
quickdraw_80_30,test,sketch,23,tiger,3001
quickdraw_80_30,test,sketch,24,shark,3001
quickdraw_80_30,test,sketch,25,frog,3001
quickdraw_80_30,test,sketch,26,banana,3001
quickdraw_80_30,test,sketch,27,cake,5262
quickdraw_80_30,test,sketch,28,hamburger,3001
quickdraw_80_30,test,sketch,29,fan,3001
quickdraw_80_30,test,photo,0,bat,1996
quickdraw_80_30,test,photo,1,cow,1576
quickdraw_80_30,test,photo,2,dolphin,1619
quickdraw_80_30,test,photo,3,door,2084
quickdraw_80_30,test,photo,4,giraffe,1735
quickdraw_80_30,test,photo,5,helicopter,1654
quickdraw_80_30,test,photo,6,mouse,2154
quickdraw_80_30,test,photo,7,raccoon,1851
quickdraw_80_30,test,photo,8,rhinoceros,1817
quickdraw_80_30,test,photo,9,saw,1791
quickdraw_80_30,test,photo,10,scissors,1759
quickdraw_80_30,test,photo,11,skyscraper,1925
quickdraw_80_30,test,photo,12,tree,1614
quickdraw_80_30,test,photo,13,windmill,1839
quickdraw_80_30,test,photo,14,feather,1576
quickdraw_80_30,test,photo,15,campfire,1304
quickdraw_80_30,test,photo,16,palm tree,1626
quickdraw_80_30,test,photo,17,fire_hydrant,2000
quickdraw_80_30,test,photo,18,bread,1961
quickdraw_80_30,test,photo,19,beach,1677
quickdraw_80_30,test,photo,20,megaphone,1894
quickdraw_80_30,test,photo,21,cactus,2043
quickdraw_80_30,test,photo,22,zebra,1599
quickdraw_80_30,test,photo,23,tiger,2726
quickdraw_80_30,test,photo,24,shark,1315
quickdraw_80_30,test,photo,25,frog,2118
quickdraw_80_30,test,photo,26,banana,1705
quickdraw_80_30,test,photo,27,cake,1709
quickdraw_80_30,test,photo,28,hamburger,1873
quickdraw_80_30,test,photo,29,fan,1611
